
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15 | ; 2014-05-22 18:30:05; uid=20130916171725; uic=60; IP=46.216.64.166; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-05-26 09:20:19; uid=20140310163932; uic=58; IP=46.53.163.170; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 09:26:26; uid=20140526092057; uic=3; IP=178.124.194.122; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0 | ; 2014-05-26 09:28:53; uid=20130924084921; uic=25; IP=178.172.140.243; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 09:32:37; uid=20140526092057; uic=9; IP=178.124.194.122; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-05-26 09:43:03; uid=20140508112550; uic=53; IP=86.57.185.4; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.95 Safari/537.36 MRCHROME | ; 2014-05-26 09:43:43; uid=20140320004403; uic=30; IP=93.85.154.191; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 YaBrowser/14.2.1700.12599 Safari/537.36 | ; 2014-05-26 09:53:34; uid=20140526094417; uic=6; IP=37.45.111.77; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 10:01:29; uid=20140526094656; uic=13; IP=87.252.230.89; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36 | ; 2014-05-26 10:05:02; uid=20140514110029; uic=122; IP=86.57.147.122; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.95 Safari/537.36 MRCHROME | ; 2014-05-26 10:11:33; uid=20140320004403; uic=40; IP=93.85.154.191; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17 | ; 2014-05-26 10:23:12; uid=20130622221200; uic=393; IP=87.252.227.87; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 10:25:44; uid=20140403091848; uic=560; IP=213.184.226.234; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-05-26 10:39:15; uid=20140526102502; uic=7; IP=87.252.230.70; page=/ad-form//
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.0) Presto/2.12.388 Version/12.14 | ; 2014-05-26 10:40:01; uid=20140526103152; uic=12; IP=87.252.227.35; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.82 (Edition Yx) | ; 2014-05-26 10:42:28; uid=20140205212129; uic=108; IP=46.191.56.226; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.289 Version/12.02 | ; 2014-05-26 11:06:26; uid=20140526104929; uic=13; IP=46.216.18.156; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.289 Version/12.02 | ; 2014-05-26 11:07:28; uid=20140526104929; uic=14; IP=46.216.18.156; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-05-26 11:16:52; uid=20140519141748; uic=29; IP=178.124.164.18; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-05-26 11:34:35; uid=20140503111021; uic=214; IP=37.17.29.159; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-26 11:40:13; uid=20131030203139; uic=27; IP=178.124.111.106; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 11:45:19; uid=20131117095125; uic=436; IP=93.85.174.121; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 11:56:34; uid=20131117095125; uic=445; IP=93.85.174.121; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Android; Opera Mini/7.5.35199/34.2152; U; ru) Presto/2.8.119 Version/11.10 | ; 2014-05-26 12:09:24; uid=20140526110102; uic=10; IP=82.145.211.47; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 12:18:37; uid=20140319125150; uic=69; IP=93.84.18.25; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-26 12:30:19; uid=20140321094513; uic=69; IP=37.17.31.200; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-26 12:42:39; uid=20140321094513; uic=74; IP=37.17.31.200; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16 | ; 2014-05-26 13:05:22; uid=20131016160116; uic=93; IP=91.187.19.87; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 13:10:45; uid=20140417155205; uic=192; IP=212.98.184.19; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-05-26 13:22:39; uid=20140312112728; uic=178; IP=86.57.249.254; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 620) | ; 2014-05-26 13:38:31; uid=20140323120038; uic=43; IP=37.17.115.64; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 (Edition Yx) | ; 2014-05-26 13:40:51; uid=20140405151438; uic=213; IP=178.124.105.159; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A525 Safari/8536.25 | ; 2014-05-26 13:48:22; uid=20140521110918; uic=34; IP=178.124.193.159; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-05-26 14:02:11; uid=20140526121144; uic=21; IP=195.222.84.201; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 14:12:00; uid=20140425193806; uic=47; IP=87.252.231.135; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-26 14:16:12; uid=20140408132101; uic=158; IP=178.124.105.88; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 14:16:17; uid=20131117095125; uic=454; IP=93.85.174.121; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 14:17:50; uid=20140227222417; uic=210; IP=93.171.161.247; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-05-26 14:18:24; uid=20140521105622; uic=116; IP=31.24.95.5; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-26 14:21:27; uid=20130903095758; uic=152; IP=86.57.254.124; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 14:23:22; uid=20140227222417; uic=217; IP=93.171.161.247; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 14:23:41; uid=20140227222417; uic=218; IP=93.171.161.247; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-26 14:25:20; uid=20140526141951; uic=9; IP=86.57.194.23; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 14:29:30; uid=20140227222417; uic=224; IP=93.171.161.247; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 14:54:57; uid=20140513175301; uic=14; IP=178.124.207.98; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 14:56:32; uid=20140522084004; uic=50; IP=46.216.247.115; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 15:03:44; uid=20140521171342; uic=15; IP=178.124.203.214; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 15:03:57; uid=20140521171342; uic=16; IP=178.124.203.214; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Android 2.3.5; Linux; Opera Mobi/ADR-1301080958) Presto/2.11.355 Version/12.10 | ; 2014-05-26 15:49:38; uid=20140313133704; uic=33; IP=37.17.115.201; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Android 2.3.5; Linux; Opera Mobi/ADR-1301080958) Presto/2.11.355 Version/12.10 | ; 2014-05-26 15:50:25; uid=20140313133704; uic=34; IP=37.17.115.201; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.9.168 Version/11.50 | ; 2014-05-26 16:35:27; uid=20140403154357; uic=319; IP=178.124.105.88; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.2; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-26 16:45:32; uid=20140526163252; uic=10; IP=86.57.255.241; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 16:59:53; uid=20131105113723; uic=111; IP=87.252.238.84; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 17:00:58; uid=20131105113723; uic=112; IP=87.252.238.84; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 17:01:05; uid=20131105113723; uic=113; IP=87.252.238.84; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.17 | ; 2014-05-26 17:01:45; uid=20131105113723; uic=114; IP=87.252.238.84; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.9.168 Version/11.50 | ; 2014-05-26 17:06:44; uid=20140403154357; uic=331; IP=178.124.105.88; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.15 | ; 2014-05-26 17:19:48; uid=20130823182134; uic=7; IP=178.124.167.105; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.2.2; ru-ru; SAMSUNG GT-I9192 Build/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19 | ; 2014-05-26 17:23:56; uid=20140526154032; uic=28; IP=86.57.197.115; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 17:29:07; uid=20140513153951; uic=70; IP=213.184.224.148; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 17:29:25; uid=20140526165728; uic=9; IP=217.21.54.57; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.1.1; HTC Desire 400 dual sim Build/JRO03H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.122 Mobile Safari/537.36 | ; 2014-05-26 17:45:37; uid=20140523105158; uic=19; IP=87.252.227.60; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.1.1; HTC Desire 400 dual sim Build/JRO03H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.122 Mobile Safari/537.36 | ; 2014-05-26 17:45:56; uid=20140523105158; uic=20; IP=87.252.227.60; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 17:50:59; uid=20140422145835; uic=54; IP=93.84.24.7; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.900 Safari/537.36 MRCHROME SOC CHANNEL_inet2amigo | ; 2014-05-26 17:54:17; uid=20140526174829; uic=16; IP=93.85.132.226; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 17:58:22; uid=20140526175143; uic=11; IP=91.149.158.31; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 18:20:47; uid=20140403185730; uic=36; IP=86.57.187.250; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16 | ; 2014-05-26 18:36:11; uid=20140417212320; uic=55; IP=178.126.131.85; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16 | ; 2014-05-26 18:37:32; uid=20140417212320; uic=56; IP=178.126.131.85; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:5.0.1) Gecko/20100101 Firefox/5.0.1 | ; 2014-05-26 18:43:50; uid=20140201231859; uic=45; IP=178.124.201.106; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16 | ; 2014-05-26 18:45:37; uid=20140417212320; uic=73; IP=178.126.131.85; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36 OPR/19.0.1326.63 | ; 2014-05-26 18:47:19; uid=20140323160927; uic=26; IP=178.154.77.8; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36 OPR/19.0.1326.63 | ; 2014-05-26 18:53:20; uid=20140323160927; uic=38; IP=178.154.77.8; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36 OPR/19.0.1326.63 | ; 2014-05-26 19:00:23; uid=20140323160927; uic=48; IP=178.154.77.8; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36 OPR/19.0.1326.63 | ; 2014-05-26 19:05:46; uid=20140323160927; uic=55; IP=178.154.77.8; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 19:36:23; uid=20140526183714; uic=28; IP=46.53.193.46; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.2; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-26 19:38:18; uid=20140526183409; uic=24; IP=74.108.71.182; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-26 19:50:57; uid=20140316100524; uic=440; IP=86.57.191.73; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53 | ; 2014-05-26 20:05:49; uid=20140526194708; uic=34; IP=93.84.44.120; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 20:20:47; uid=20140526200225; uic=13; IP=93.85.167.121; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-26 20:23:07; uid=20140316100524; uic=446; IP=86.57.191.73; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 20:25:43; uid=20140526200225; uic=23; IP=93.85.167.121; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-05-26 20:49:25; uid=20140509165621; uic=36; IP=93.84.19.77; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17 | ; 2014-05-26 21:02:52; uid=20140307075823; uic=141; IP=178.124.203.0; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.14 Safari/534.24 | ; 2014-05-26 21:25:03; uid=20140526205446; uic=13; IP=87.252.227.16; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.900 Safari/537.36 MRCHROME SOC | ; 2014-05-26 21:59:59; uid=20140517160037; uic=4; IP=88.198.32.248; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 (Edition Campaign 48) | ; 2014-05-26 22:40:29; uid=20140517132152; uic=43; IP=93.84.49.0; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.1.2; ru-ru; MediaPad 7 Youth Build/HuaweiMediaPad) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30 | ; 2014-05-26 22:42:31; uid=20140510112441; uic=19; IP=178.123.6.217; page=/ad-form/
